annotation_id,view_name,view_type,category,annotation_type,value,x,y,extra,target_element_ids
227,Elevation D,Elevation,TextNotes,text_note,BEDROOM 2,409.9435412147048,-60.74175067906983,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,12293539|12292477|12293528
228,Elevation D,Elevation,TextNotes,text_note,BATH,409.9435412147048,-75.17744621712757,WH_Arial_2.5mm_Bold_Transparent_Dark Purple_WF-1,12292705|12293789|12292694
229,Elevation B,Elevation,TextNotes,text_note,UNIT FFL,34.6314979479458,-476.3481610672278,WH_Arial_3.0mm_Transparent,12295427|12296420|12295518
230,Elevation B,Elevation,TextNotes,text_note,UNIT FFL,34.63149794794582,-476.3481610672278,WH_Arial_3.0mm_Transparent,12295427|12296420|12295518
ROOF SLAB,-7.105427357601002E-15,-69.31941169315161,WH_Arial_2.0mm_Transparent,,None,,,,
RC SLAB,0,-61.73599722475024,WH_Arial_2.0mm_Transparent,,None,,,,
233,Elevation D,Elevation,TextNotes,text_note,M&E WALL OPENING,0.0,-62.60674020542098,WH_Arial_2.0mm_Transparent,12313697|12312742|12313689
234,Elevation A,Elevation,Tags,Structural Framing Tags,TB1200(W)x295(D),17.57048636673791,-67.60745420271455,With TOP,12288089
235,Elevation A,Elevation,Tags,Structural Framing Tags,TB1F200(W)x210/245/295(D),31.962193392453635,-67.46029414283923,With TOP,8738399
236,Elevation C,Elevation,Tags,Structural Framing Tags,LINTEL BEAM250(W)x300(D),25.016701122274146,-58.17950200267428,With TOP,12290125
237,Elevation C,Elevation,Tags,Structural Framing Tags,TB1200(W)x295(D),24.86906331211987,-53.50689635075791,With TOP,8738397
238,Elevation C,Elevation,Tags,Structural Framing Tags,TB1C200(W)x295/210(D),25.01670110739719,-81.9605023560245,With TOP,8984305
239,Elevation B,Elevation,Tags,Structural Framing Tags,LINTEL BEAM250(W)x300(D),25.19723291479244,-56.08453127932263,With TOP,12290125
240,Elevation B,Elevation,Tags,Structural Framing Tags,TB1200(W)x295(D),27.00649658956623,-55.26432130556932,With TOP,8738397
241,Elevation B,Elevation,Tags,Structural Framing Tags,TB1200(W)x295(D),18.51268704268088,-67.60745420271455,With TOP,12288089
242,Elevation B,Elevation,Tags,Structural Framing Tags,TB1F200(W)x210/245/295(D),32.39419141569847,-67.46029414283923,With TOP,8738399
243,Elevation D,Elevation,Tags,Structural Framing Tags,LINTEL BEAM250(W)x300(D),25.016701122274146,-57.89578478613629,With TOP,12290125
244,Elevation D,Elevation,Tags,Structural Framing Tags,TB1200(W)x295(D),24.86906331211987,-52.98598321897308,With TOP,8738397
